,SideA.Date,SideA.ViewData.Accounting Net Amount,SideA.ViewData.Age,SideA.ViewData.Age WK,SideA.ViewData.Asset Type Category,SideA.ViewData.Base Net Amount,SideA.ViewData.BreakID_A_side,SideA.ViewData.CUSIP,SideA.ViewData.Cancel Amount,SideA.ViewData.Cancel Flag,SideA.ViewData.Currency,SideA.ViewData.B-P Net Amount,SideA.ViewData.Custodian,SideA.ViewData.Custodian Account,SideA.ViewData.Description,SideA.ViewData.Fund,SideA.ViewData.ISIN,SideA.ViewData.Investment Type,SideA.ViewData.Mapped Custodian Account,SideA.ViewData.Net Amount Difference,SideA.ViewData.Net Amount Difference Absolute,SideA.ViewData.Price,SideA.ViewData.Prime Broker,SideA.ViewData.Quantity,SideA.ViewData.SEDOL,SideA.ViewData.SPM ID,SideA.ViewData.Settle Date,SideA.ViewData.Side0_UniqueIds,SideA.ViewData.Side1_UniqueIds,SideA.ViewData.Status,SideA.ViewData.Ticker,SideA.ViewData.Trade Date,SideA.ViewData.Transaction Category,SideA.ViewData.Transaction Type,SideA.ViewData.Underlying Cusip,SideA.ViewData.Underlying ISIN,SideA.ViewData.Underlying Investment ID,SideA.ViewData.Underlying Sedol,SideA.ViewData._ID,SideA.filter_key,SideB.Date,SideB.ViewData.Accounting Net Amount,SideB.ViewData.Age,SideB.ViewData.Age WK,SideB.ViewData.Asset Type Category,SideB.ViewData.Base Net Amount,SideB.ViewData.BreakID_B_side,SideB.ViewData.CUSIP,SideB.ViewData.Cancel Amount,SideB.ViewData.Cancel Flag,SideB.ViewData.Currency,SideB.ViewData.B-P Net Amount,SideB.ViewData.Custodian,SideB.ViewData.Custodian Account,SideB.ViewData.Description,SideB.ViewData.Fund,SideB.ViewData.ISIN,SideB.ViewData.Investment Type,SideB.ViewData.Mapped Custodian Account,SideB.ViewData.Net Amount Difference,SideB.ViewData.Net Amount Difference Absolute,SideB.ViewData.Price,SideB.ViewData.Prime Broker,SideB.ViewData.Quantity,SideB.ViewData.SEDOL,SideB.ViewData.SPM ID,SideB.ViewData.Settle Date,SideB.ViewData.Side0_UniqueIds,SideB.ViewData.Side1_UniqueIds,SideB.ViewData.Status,SideB.ViewData.Ticker,SideB.ViewData.Trade Date,SideB.ViewData.Transaction Category,SideB.ViewData.Transaction Type,SideB.ViewData.Underlying Cusip,SideB.ViewData.Underlying ISIN,SideB.ViewData.Underlying Investment ID,SideB.ViewData.Underlying Sedol,SideB.ViewData._ID,SideB.filter_key,duplicate_flag,filter_key,label,SideA.ISIN_NA,SideB.ISIN_NA,ISIN_match,CUSIP_match,Currency_match,Trade_Date_match,Settle_Date_match,Fund_match,Amount_diff_1,Amount_diff_2,Trade_date_diff,Settle_date_diff,SideA.ViewData.Asset Category Type,SideB.ViewData.Asset Category Type,SideB.ViewData.key_NAN,SideB.ViewData.Common_key,SideA.ViewData.key_NAN,SideA.ViewData.Common_key,All_key_nan,new_key_match,ViewData.Combined Transaction Type,ViewData.Combined Fund,open_key,amount_percent,Combined_Investment_Type,Combined_Asset_Type_Category,SideA.TType,SideB.TType,abs_amount_flag
2043,2020-02-04,,0,0.0,cash equivalent,,1112266929.0,761735AT6,0.0,,USD,8456.25,2488 OAK HY USD,1EPW,REYNOLDS GRP ISS/REYNOLD,1EPW,US761735AT63,,OKMF86478802,8456.25,8456.25,,ss,1100000.0,BYMC9W6,,01-15-2020,nan,83_379730376_State Street,OB,,12-31-2019,fatca  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea207,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,8456.25,0.0,0.0,nan,,1114861604.0,761735AT6,8456.25,0.0,USD,,Chubb Underwriting,OKMF86478802,Reynolds Group Holdings Ltd Sr Sec 1st Lien 144A 5.125% 07/15/2023 Callable (USD),1EPW,US761735AT63,fixed rate bonds,OKMF86478802,-8456.25,8456.25,,ss,0.0,BYMC9W6,,02-04-2020,35_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997e3,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-35.0,-20,cash equivalent,,0,US761735AT63,0,US761735AT63,0,1,interesttax withholding,1EPW1EPW,35_379732053_Advent Geneva83_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2044,2020-02-04,,0,0.0,cash equivalent,,1112266791.0,62943WAB5,0.0,,USD,8530.13,2488 OAK HY USD,1EPW,CLEARWAY ENERGY OP LLC,1EPW,US62943WAB54,,OKMF86478802,8530.13,8530.13,,ss,1380000.0,BZ03PT7,,01-03-2020,nan,56_379730376_State Street,OB,,12-18-2019,fatca  tax-accrued int. corp. red.,interest,,,,,5e3a78831554580448cea152,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,8530.13,0.0,0.0,nan,,1114861615.0,62943WAB5,8530.13,0.0,USD,,Chubb Underwriting,OKMF86478802,Clearway Energy Operating LLC/DE Sr Unsec 5.375% 08/15/2024 Callable (USD),1EPW,US62943WAB54,fixed rate bonds,OKMF86478802,-8530.13,8530.13,,ss,0.0,BZ03PT7,,02-04-2020,20_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997fe,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-48.0,-32,cash equivalent,,0,US62943WAB54,0,US62943WAB54,0,1,interesttax withholding,1EPW1EPW,20_379732053_Advent Geneva56_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2045,2020-02-04,,0,0.0,cash equivalent,,1112266930.0,22282EAG7,0.0,,USD,8724.38,2488 OAK HY USD,1EPW,COVANTA HOLDING CORP,1EPW,US22282EAG70,,OKMF86478802,8724.38,8724.38,,ss,990000.0,BF08213,,01-01-2020,nan,51_379730376_State Street,OB,,12-13-2019,fatca  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea20c,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,8724.38,0.0,0.0,nan,,1114861584.0,22282EAG7,8724.38,0.0,USD,,Chubb Underwriting,OKMF86478802,Covanta Holding Corp Sr Unsec 5.875% 07/01/2025 Callable (USD),1EPW,US22282EAG70,fixed rate bonds,OKMF86478802,-8724.38,8724.38,,ss,0.0,BF08213,,02-04-2020,14_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997b2,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-53.0,-34,cash equivalent,,0,US22282EAG70,0,US22282EAG70,0,1,interesttax withholding,1EPW1EPW,14_379732053_Advent Geneva51_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2046,2020-02-04,,0,0.0,cash equivalent,,1112266926.0,00404AAG4,0.0,,USD,9532.5,2488 OAK HY USD,1EPW,ACADIA HEALTHCARE CO INC,1EPW,US00404AAG40,,OKMF86478802,9532.5,9532.5,,ss,1240000.0,BQZJ4R8,,01-01-2020,nan,48_379730376_State Street,OB,,12-13-2019,fatca  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea203,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,9532.5,0.0,0.0,nan,,1114861641.0,00404AAG4,9532.5,0.0,USD,,Chubb Underwriting,OKMF86478802,Acadia Healthcare Co Inc Sr Unsec 5.125 07/01/2022 Callable (USD),1EPW,US00404AAG40,fixed rate bonds,OKMF86478802,-9532.5,9532.5,,ss,0.0,BQZJ4R8,,02-04-2020,18_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997ed,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-53.0,-34,cash equivalent,,0,US00404AAG40,0,US00404AAG40,0,1,interesttax withholding,1EPW1EPW,18_379732053_Advent Geneva48_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2047,2020-02-04,,0,0.0,cash equivalent,,1112266832.0,23918KAQ1,0.0,,USD,10608.75,2488 OAK HY USD,1EPW,DAVITA INC,1EPW,US23918KAQ13,,OKMF86478802,10608.75,10608.75,,ss,1380000.0,BQLDZ04,,01-15-2020,nan,53_379730376_State Street,OB,,12-31-2019,nra  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea1b6,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,10608.75,0.0,0.0,nan,,1114861601.0,23918KAQ1,10608.75,0.0,USD,,Chubb Underwriting,OKMF86478802,Davita Inc Sr Unsec 5.125% 07/15/2024 Callable  (USD),1EPW,US23918KAQ13,fixed rate bonds,OKMF86478802,-10608.75,10608.75,,ss,0.0,BN98PX3,,02-04-2020,43_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997df,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-35.0,-20,cash equivalent,,0,US23918KAQ13,0,US23918KAQ13,0,1,interesttax withholding,1EPW1EPW,43_379732053_Advent Geneva53_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2048,2020-02-04,,0,0.0,cash equivalent,,1112266849.0,670001AA4,0.0,,USD,10750.0,2488 OAK HY USD,1EPW,NOVELIS CORP,1EPW,US670001AA49,,OKMF86478802,10750.0,10750.0,,ss,1290000.0,BD3BNM3,,01-25-2020,nan,36_379730376_State Street,OB,,01-09-2020,fatca  tax-accrued int. corp. red.,interest,,,,,5e3a78831554580448cea1b3,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,10750.0,0.0,0.0,nan,,1114861648.0,670001AA4,10750.0,0.0,USD,,Chubb Underwriting,OKMF86478802,Novelis Corp Sr Unsec 144A 6.25% 08/15/2024 Callable (USD),1EPW,US670001AA49,fixed rate bonds,OKMF86478802,-10750.0,10750.0,,ss,0.0,BD3BNM3,,02-04-2020,28_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997f5,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-26.0,-10,cash equivalent,,0,US670001AA49,0,US670001AA49,0,1,interesttax withholding,1EPW1EPW,28_379732053_Advent Geneva36_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2049,2020-02-04,,0,0.0,cash equivalent,,1112266915.0,13123XAZ5,0.0,,USD,10757.81,2488 OAK HY USD,1EPW,CALLON PETROLEUM CO,1EPW,US13123XAZ50,,OKMF86478802,10757.81,10757.81,,ss,1125000.0,BFY0GZ7,,01-01-2020,nan,50_379730376_State Street,OB,,12-13-2019,fatca  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea1e3,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,10757.81,0.0,0.0,nan,,1114861632.0,13123XAZ5,10757.81,0.0,USD,,Chubb Underwriting,OKMF86478802,Callon Petroleum Co Sr Unsec 6.375% 07/01/2026 Callable (USD),1EPW,US13123XAZ50,fixed rate bonds,OKMF86478802,-10757.81,10757.81,,ss,0.0,BFY0GZ7,,02-04-2020,17_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997d7,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-53.0,-34,cash equivalent,,0,US13123XAZ50,0,US13123XAZ50,0,1,interesttax withholding,1EPW1EPW,17_379732053_Advent Geneva50_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2050,2020-02-04,,0,0.0,cash equivalent,,1112266922.0,516806AD8,0.0,,USD,10884.38,2488 OAK HY USD,1EPW,LAREDO PETROLEUM INC,1EPW,US516806AD89,,OKMF86478802,10884.38,10884.38,,ss,1290000.0,BMW3X67,,01-15-2020,nan,42_379730376_State Street,OB,,12-31-2019,nra  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea1f7,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,10884.38,0.0,0.0,nan,,1114861667.0,516806AD8,10884.38,0.0,USD,,Chubb Underwriting,OKMF86478802,Laredo Petroleum Inc Sr Unsec 5.625% 01/15/2022 Callable (USD),1EPW,US516806AD89,fixed rate bonds,OKMF86478802,-10884.38,10884.38,,ss,0.0,BMW3X67,,02-04-2020,41_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c399826,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-35.0,-20,cash equivalent,,0,US516806AD89,0,US516806AD89,0,1,interesttax withholding,1EPW1EPW,41_379732053_Advent Geneva42_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2051,2020-02-04,,0,0.0,cash equivalent,,1112266923.0,42704LAA2,0.0,,USD,11636.62,2488 OAK HY USD,1EPW,HERC HOLDINGS INC,1EPW,US42704LAA26,,OKMF86478802,11636.62,11636.62,,ss,1365000.0,BHWTW85,,01-15-2020,nan,77_379730376_State Street,OB,,12-31-2019,fatca  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea1fa,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,11636.62,0.0,0.0,nan,,1114861638.0,42704LAA2,11636.62,0.0,USD,,Chubb Underwriting,OKMF86478802,Herc Holdings Inc Sr Unsec 144A 5.500% 07/15/2027 Callable (USD),1EPW,US42704LAA26,fixed rate bonds,OKMF86478802,-11636.62,11636.62,,ss,0.0,BHWTW85,,02-04-2020,27_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997e6,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-35.0,-20,cash equivalent,,0,US42704LAA26,0,US42704LAA26,0,1,interesttax withholding,1EPW1EPW,27_379732053_Advent Geneva77_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2052,2020-02-04,,0,0.0,cash equivalent,,1112266879.0,29278NAK9,0.0,,USD,11812.5,2488 OAK HY USD,1EPW,ENERGY TRANSFER OPERATNG,1EPW,US29278NAK90,,OKMF86478802,11812.5,11812.5,,ss,1800000.0,BJXMVJ1,,01-30-2020,nan,61_379730376_State Street,OB,,01-22-2020,fatca  tax-accrued int. corp. red.,interest,,,,,5e3a78831554580448cea1d9,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,11812.5,0.0,0.0,nan,,1114861652.0,29278NAK9,11812.5,0.0,USD,,Chubb Underwriting,OKMF86478802,Energy Transfer Operating LP Sr Unsec 7.50% 10/15/2020 (USD),1EPW,US29278NAK90,fixed rate bonds,OKMF86478802,-11812.5,11812.5,,ss,0.0,BJXMVJ1,,02-04-2020,29_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c399803,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-13.0,-5,cash equivalent,,0,US29278NAK90,0,US29278NAK90,0,1,interesttax withholding,1EPW1EPW,29_379732053_Advent Geneva61_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2053,2020-02-04,,0,0.0,cash equivalent,,1112266863.0,74840LAB8,0.0,,USD,12560.63,2488 OAK HY USD,1EPW,QUICKEN LOANS INC,1EPW,US74840LAB80,,OKMF86478802,12560.63,12560.63,,ss,1595000.0,BF3VY24,,01-15-2020,nan,59_379730376_State Street,OB,,12-31-2019,fatca  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea1af,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,12560.63,0.0,0.0,nan,,1114861627.0,74840LAB8,12560.63,0.0,USD,,Chubb Underwriting,OKMF86478802,Quicken Loans Inc Sr Unsec 144A 5.25% 01/15/2028 Callable (USD),1EPW,US74840LAB80,fixed rate bonds,OKMF86478802,-12560.63,12560.63,,ss,0.0,BF3VY24,,02-04-2020,26_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997ca,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-35.0,-20,cash equivalent,,0,US74840LAB80,0,US74840LAB80,0,1,interesttax withholding,1EPW1EPW,26_379732053_Advent Geneva59_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2054,2020-02-04,,0,0.0,cash equivalent,,1112266808.0,50077DAE4,0.0,,USD,13545.0,2488 OAK HY USD,1EPW,KRATON POLYMERS LLC/CAP,1EPW,US50077DAE40,,OKMF86478802,13545.0,13545.0,,ss,1290000.0,BDCLQF8,,01-15-2020,nan,52_379730376_State Street,OB,,12-31-2019,fatca  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea173,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,13545.0,0.0,0.0,nan,,1114861618.0,50077DAE4,13545.0,0.0,USD,,Chubb Underwriting,OKMF86478802,Kraton Corp Sr Unsec 144A 7% 04/15/2025 Callable (USD),1EPW,US50077DAE40,fixed rate bonds,OKMF86478802,-13545.0,13545.0,,ss,0.0,BDCLQF8,,02-04-2020,25_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997ad,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-35.0,-20,cash equivalent,,0,US50077DAE40,0,US50077DAE40,0,1,interesttax withholding,1EPW1EPW,25_379732053_Advent Geneva52_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2055,2020-02-04,,0,0.0,cash equivalent,,1112266937.0,65343HAA9,0.0,,USD,13635.0,2488 OAK HY USD,1EPW,NEXSTAR BROADCASTING INC,1EPW,US65343HAA95,,OKMF86478802,13635.0,13635.0,,ss,1515000.0,BJXR8L7,,01-15-2020,nan,84_379730376_State Street,OB,,12-31-2019,fatca  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea21b,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,13635.0,0.0,0.0,nan,,1114861629.0,65343HAA9,13635.0,0.0,USD,,Chubb Underwriting,OKMF86478802,Nexstar Escrow Inc Sr Unsec 144A 5.625% 07/15/2027 Callable (USD),1EPW,US65343HAA95,fixed rate bonds,OKMF86478802,-13635.0,13635.0,,ss,0.0,BJXR8L7,,02-04-2020,24_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997ce,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-35.0,-20,cash equivalent,,0,US65343HAA95,0,US65343HAA95,0,1,interesttax withholding,1EPW1EPW,24_379732053_Advent Geneva84_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2056,2020-02-04,,0,0.0,cash equivalent,,1112266831.0,085770AB1,0.0,,USD,14385.94,2488 OAK HY USD,1EPW,BERRY GLOBAL INC,1EPW,US085770AB14,,OKMF86478802,14385.94,14385.94,,ss,1395000.0,BJKFFK2,,01-15-2020,nan,69_379730376_State Street,OB,,12-31-2019,fatca  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea1b4,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,14385.94,0.0,0.0,nan,,1114861607.0,085770AB1,14385.94,0.0,USD,,Chubb Underwriting,OKMF86478802,Berry Global Escrow Corp Sec 144A 5.625% 07/15/2027 (USD),1EPW,US085770AB14,fixed rate bonds,OKMF86478802,-14385.94,14385.94,,ss,0.0,BJKFFK2,,02-04-2020,23_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c3997f2,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-35.0,-20,cash equivalent,,0,US085770AB14,0,US085770AB14,0,1,interesttax withholding,1EPW1EPW,23_379732053_Advent Geneva69_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2057,2020-02-04,,0,0.0,cash equivalent,,1112266893.0,588056AY7,0.0,,USD,19304.06,2488 OAK HY USD,1EPW,MERCER INTL INC,1EPW,US588056AY72,,OKMF86478802,19304.06,19304.06,,ss,1745000.0,BK0WXT5,,01-15-2020,nan,82_379730376_State Street,OB,,12-31-2019,fatca  tax-non-mbs interest,interest,,,,,5e3a78831554580448cea1d1,"Advent Geneva,State StreetOKMF86478802USD",2020-02-05,19304.06,0.0,0.0,nan,,1114861553.0,588056AY7,19304.06,0.0,USD,,Chubb Underwriting,OKMF86478802,Mercer International Inc Sr Unsec 7.375% 01/15/2025 Callable (USD),1EPW,US588056AY72,fixed rate bonds,OKMF86478802,-19304.06,19304.06,,ss,0.0,BK0WXT5,,02-04-2020,22_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,tax withholding,,,,,5e3bb92b155458119c399783,"Advent Geneva,State StreetOKMF86478802USD",0.0,,UMR_One_to_One,0,0,1,1,1,0,0,1,,0.0,-35.0,-20,cash equivalent,,0,US588056AY72,0,US588056AY72,0,1,interesttax withholding,1EPW1EPW,22_379732053_Advent Geneva82_379730376_State Street,100.0,fixed rate bonds,cash equivalent,Non-Trade,Non-Trade,0
2058,2020-01-31,,0,0.0,nan,,1107293610.0,nan,0.0,,USD,28811.8,NATWEST TDS TST SJP INT CRP BD,2G5H,INTEREST,2G5H,nan,,OKGF86455202,28811.8,28811.8,,ss,0.0,,,01-31-2020,nan,87_379726434_State Street,OB,,01-31-2020,interest,,,,,,5e37cf221554580ed8581390,"Advent Geneva,State StreetOKGF86455202USD",2020-02-05,28811.8,0.0,0.0,nan,,1114861668.0,nan,28811.8,0.0,USD,,St James Place,OKGF86455202,U.S. DOLLARS,2G5H,nan,cash,OKGF86455202,-28811.8,28811.8,,ss,0.0,,,01-31-2020,201_379732053_Advent Geneva,nan,OB,usd,01-31-2020,nan,revenue,,,,,5e3bb92b155458119c399829,"Advent Geneva,State StreetOKGF86455202USD",0.0,,UMR_One_to_One,1,1,1,1,1,1,1,1,,0.0,0.0,0,,,1,NA,1,NA,1,0,revenue,2G5H2G5H,201_379732053_Advent Geneva87_379726434_State Street,100.0,cash,,Non-Trade,Non-Trade,0
2059,2020-02-04,,0,0.0,nan,,1112266917.0,nan,0.0,,GBP,334462.27,NATWEST TDS TST SJP INT CRP BD,2G5H,/CUTID/19441090*/BNF/REBALANCING 4/2/2020,2G5H,nan,,OKGF86455202,334462.27,334462.27,,ss,0.0,,,02-04-2020,nan,14_379730376_State Street,OB,,02-04-2020,internal transfer,internal trans,,,,,5e3a78831554580448cea1ea,"Advent Geneva,State StreetOKGF86455202GBP",2020-02-05,334462.27,0.0,0.0,nan,,1114861564.0,nan,334462.27,0.0,GBP,,St James Place,OKGF86455202,,2G5H,nan,,OKGF86455202,-334462.27,334462.27,,ss,0.0,,,02-04-2020,202_379732053_Advent Geneva,nan,OB,,02-04-2020,nan,deposit,,,,,5e3bb92b155458119c39979c,"Advent Geneva,State StreetOKGF86455202GBP",0.0,,UMR_One_to_One,1,1,1,1,1,1,1,1,,0.0,0.0,0,,,1,NA,1,NA,1,0,internal transdeposit,2G5H2G5H,202_379732053_Advent Geneva14_379730376_State Street,100.0,,,Non-Trade,Non-Trade,0
2060,2020-02-05,,0,0.0,nan,,1114376468.0,nan,0.0,,EUR,-3147.58,BNP,1030028688U,BNP PARIBAS S.A. PARIS_FI02000000000012143                CORE:RCUR     91101778-12-10314_SHXSDDMT00014325,6941828811,nan,,"JPM Collateral HAEK_HY_EU DEKA,OKEF86440402",-3147.58,3147.58,,bnp,,,,02-05-2020,nan,4_379731938_BNP Paribas,OB,,02-05-2020,nan,s103,,,,,5e3ba87e155458119c32051c,"Advent Geneva,BNP ParibasJPM Collateral HAEK_HY_EU DEKA,OKEF86440402EUR",2020-02-06,-3147.58,0.0,0.0,nan,,1117095585.0,nan,-3147.58,0.0,EUR,,HAEK HY EU,OKEF86440402,EURO,HAEKHYEU,nan,cash,"JPM Collateral HAEK_HY_EU DEKA,OKEF86440402",3147.58,3147.58,,bnp,0.0,,,02-05-2020,106_379733825_Advent Geneva,nan,OB,,02-05-2020,nan,other fees and expenses,,,,,5e3cfd081554581a8062e26e,"Advent Geneva,BNP ParibasJPM Collateral HAEK_HY_EU DEKA,OKEF86440402EUR",0.0,,UMR_One_to_One,1,1,1,1,1,1,1,0,,0.0,0.0,0,,,1,NA,1,NA,1,0,s103other fees and expenses,6941828811HAEKHYEU,106_379733825_Advent Geneva4_379731938_BNP Paribas,100.0,cash,,Non-Trade,Non-Trade,0
2061,2020-02-06,,0,0.0,nan,,1117095614.0,nan,0.0,,EUR,-196435.69,BNP,1030028688U,,6941828811,nan,,"JPM Collateral HAEK_HY_EU DEKA,OKEF86440402",-196435.69,196435.69,,bnp,,,,02-06-2020,nan,35_379733825_BNP Paribas,OB,,02-06-2020,nan,s304,,,,,5e3cfd081554581a8062e283,"Advent Geneva,BNP ParibasJPM Collateral HAEK_HY_EU DEKA,OKEF86440402EUR",2020-02-06,-196435.69,0.0,0.0,nan,,1117095470.0,nan,-196435.69,0.0,EUR,,HAEK HY EU,OKEF86440402,USD FORWARD,HAEKHYEU,nan,forwards,"JPM Collateral HAEK_HY_EU DEKA,OKEF86440402",196435.69,196435.69,,bnp,218438.45,,,02-06-2020,99_379733825_Advent Geneva,nan,OB,,01-21-2020,nan,forwardfx,,,,,5e3cfd081554581a8062e228,"Advent Geneva,BNP ParibasJPM Collateral HAEK_HY_EU DEKA,OKEF86440402EUR",0.0,,UMR_One_to_One,1,1,1,1,1,0,1,0,,0.0,16.0,0,,,1,NA,1,NA,1,0,s304forwardfx,6941828811HAEKHYEU,99_379733825_Advent Geneva35_379733825_BNP Paribas,100.0,forwards,,Non-Trade,Trade,0
2062,2020-02-06,,0,0.0,nan,,1117095601.0,nan,0.0,,EUR,-368467.68,BNP,1030028688U,,6941828811,nan,,"JPM Collateral HAEK_HY_EU DEKA,OKEF86440402",-368467.68,368467.68,,bnp,,,,02-06-2020,nan,34_379733825_BNP Paribas,OB,,02-06-2020,nan,s304,,,,,5e3cfd081554581a8062e271,"Advent Geneva,BNP ParibasJPM Collateral HAEK_HY_EU DEKA,OKEF86440402EUR",2020-02-06,-368467.68,0.0,0.0,nan,,1117095493.0,nan,-368467.68,0.0,EUR,,HAEK HY EU,OKEF86440402,USD FORWARD,HAEKHYEU,nan,forwards,"JPM Collateral HAEK_HY_EU DEKA,OKEF86440402",368467.68,368467.68,,bnp,406399.59,,,02-06-2020,100_379733825_Advent Geneva,nan,OB,,01-30-2020,nan,forwardfx,,,,,5e3cfd081554581a8062e23a,"Advent Geneva,BNP ParibasJPM Collateral HAEK_HY_EU DEKA,OKEF86440402EUR",0.0,,UMR_One_to_One,1,1,1,1,1,0,1,0,,0.0,7.0,0,,,1,NA,1,NA,1,0,s304forwardfx,6941828811HAEKHYEU,100_379733825_Advent Geneva34_379733825_BNP Paribas,100.0,forwards,,Non-Trade,Trade,0
